"MONATSZAHL","AUSPRÄGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERÄND_VORMONAT_PROZENT","VERÄND_VORJAHRESMONAT_PROZENT","ZWÖLF_MONATE_MITTELWERT"
"Arbeitslose","Schwerbehinderte",2009,"200910",2313,2133,-2.24,8.44,2264
"Arbeitslose","Schwerbehinderte",2009,"200911",2311,2116,-0.09,9.22,2280
"Arbeitslose","Schwerbehinderte",2009,"200912",2325,2126,0.61,9.36,2296
"Arbeitslose","Schwerbehinderte",2008,"200801",2196,2557,5.07,-14.12,2305
"Arbeitslose","Schwerbehinderte",2008,"200802",2170,2537,-1.18,-14.47,2275
"Arbeitslose","Schwerbehinderte",2008,"200803",2161,2521,-0.41,-14.28,2245
"Arbeitslose","Schwerbehinderte",2008,"200804",2193,2471,1.48,-11.25,2221
"Arbeitslose","Schwerbehinderte",2008,"200805",2186,2416,-0.32,-9.52,2202
"Arbeitslose","Schwerbehinderte",2008,"200806",2121,2337,-2.97,-9.24,2184
"Arbeitslose","Schwerbehinderte",2008,"200807",2175,2288,2.55,-4.94,2175
"Arbeitslose","Schwerbehinderte",2008,"200808",2174,2260,-0.05,-3.81,2168
"Arbeitslose","Schwerbehinderte",2008,"200809",2133,2232,-1.89,-4.44,2159
"Arbeitslose","Schwerbehinderte",2008,"200810",2133,2154,0,-0.97,2158
"Arbeitslose","Schwerbehinderte",2008,"200811",2116,2160,-0.8,-2.04,2154
"Arbeitslose","Schwerbehinderte",2008,"200812",2126,2090,0.47,1.72,2157
"Arbeitslose","Schwerbehinderte",2007,"200701",2557,3025,2.08,-15.47,2736
"Arbeitslose","Schwerbehinderte",2007,"200702",2537,2949,-0.78,-13.97,2702
"Arbeitslose","Schwerbehinderte",2007,"200703",2521,3004,-0.63,-16.08,2662
"Arbeitslose","Schwerbehinderte",2007,"200704",2471,2935,-1.98,-15.81,2623
"Arbeitslose","Schwerbehinderte",2007,"200705",2416,2880,-2.23,-16.11,2584
"Arbeitslose","Schwerbehinderte",2007,"200706",2337,2801,-3.27,-16.57,2546
"Arbeitslose","Schwerbehinderte",2007,"200707",2288,2792,-2.1,-18.05,2504
"Arbeitslose","Schwerbehinderte",2007,"200708",2260,2729,-1.22,-17.19,2465
"Arbeitslose","Schwerbehinderte",2007,"200709",2232,2607,-1.24,-14.38,2433
"Arbeitslose","Schwerbehinderte",2007,"200710",2154,2526,-3.49,-14.73,2402
"Arbeitslose","Schwerbehinderte",2007,"200711",2160,2549,0.28,-15.26,2370
"Arbeitslose","Schwerbehinderte",2007,"200712",2090,2505,-3.24,-16.57,2335
"Arbeitslose","Schwerbehinderte",2006,"200601",3025,,,,3025
"Arbeitslose","Schwerbehinderte",2006,"200602",2949,,-2.51,,2987
"Arbeitslose","Schwerbehinderte",2006,"200603",3004,,1.87,,2993
"Arbeitslose","Schwerbehinderte",2006,"200604",2935,,-2.3,,2978
"Arbeitslose","Schwerbehinderte",2006,"200605",2880,,-1.87,,2959
"Arbeitslose","Schwerbehinderte",2006,"200606",2801,,-2.74,,2932
"Arbeitslose","Schwerbehinderte",2006,"200607",2792,,-0.32,,2912
"Arbeitslose","Schwerbehinderte",2006,"200608",2729,,-2.26,,2889
"Arbeitslose","Schwerbehinderte",2006,"200609",2607,,-4.47,,2858
"Arbeitslose","Schwerbehinderte",2006,"200610",2526,,-3.11,,2825
"Arbeitslose","Schwerbehinderte",2006,"200611",2549,,0.91,,2800
"Arbeitslose","Schwerbehinderte",2006,"200612",2505,,-1.73,,2775
"Arbeitslose","unter 25 Jahre",2022,"202201",2111,2956,8.26,-28.59,2791
"Arbeitslose","unter 25 Jahre",2022,"202202",2061,3290,-2.37,-37.36,2689
"Arbeitslose","unter 25 Jahre",2022,"202203",2160,3386,4.8,-36.21,2587
"Arbeitslose","unter 25 Jahre",2022,"202204",2062,3123,-4.54,-33.97,2498
"Arbeitslose","unter 25 Jahre",2022,"202205",1945,3063,-5.67,-36.5,2405
"Arbeitslose","unter 25 Jahre",2022,"202206",2205,2967,13.37,-25.68,2342
"Arbeitslose","unter 25 Jahre",2022,"202207",2704,2996,22.63,-9.75,2317
"Arbeitslose","unter 25 Jahre",2022,"202208",3141,3317,16.16,-5.31,2303
"Arbeitslose","unter 25 Jahre",2022,"202209",,2771,,,
"Arbeitslose","unter 25 Jahre",2022,"202210",,2421,,,
"Arbeitslose","unter 25 Jahre",2022,"202211",,2099,,,
"Arbeitslose","unter 25 Jahre",2022,"202212",,1950,,,
"Arbeitslose","unter 25 Jahre",2021,"202101",2956,1908,13.74,54.93,3123
"Arbeitslose","unter 25 Jahre",2021,"202102",3290,2005,11.3,64.09,3230
"Arbeitslose","unter 25 Jahre",2021,"202103",3386,2093,2.92,61.78,3338
"Arbeitslose","unter 25 Jahre",2021,"202104",3123,3098,-7.77,0.81,3340
"Arbeitslose","unter 25 Jahre",2021,"202105",3063,3756,-1.92,-18.45,3282
"Arbeitslose","unter 25 Jahre",2021,"202106",2967,3822,-3.13,-22.37,3211
"Arbeitslose","unter 25 Jahre",2021,"202107",2996,3690,0.98,-18.81,3153
"Arbeitslose","unter 25 Jahre",2021,"202108",3317,4207,10.71,-21.16,3079
"Arbeitslose","unter 25 Jahre",2021,"202109",2771,3559,-16.46,-22.14,3013
"Arbeitslose","unter 25 Jahre",2021,"202110",2421,3032,-12.63,-20.15,2962
"Arbeitslose","unter 25 Jahre",2021,"202111",2099,2657,-13.3,-21,2916
"Arbeitslose","unter 25 Jahre",2021,"202112",1950,2599,-7.1,-24.97,2862
"Arbeitslose","unter 25 Jahre",2020,"202001",1908,1796,14.32,6.24,1786
"Arbeitslose","unter 25 Jahre",2020,"202002",2005,1812,5.08,10.65,1802
"Arbeitslose","unter 25 Jahre",2020,"202003",2093,1832,4.39,14.25,1823
"Arbeitslose","unter 25 Jahre",2020,"202004",3098,1705,48.02,81.7,1939
"Arbeitslose","unter 25 Jahre",2020,"202005",3756,1626,21.24,131,2117
"Arbeitslose","unter 25 Jahre",2020,"202006",3822,1610,1.76,137.39,2301
"Arbeitslose","unter 25 Jahre",2020,"202007",3690,1831,-3.45,101.53,2456
"Arbeitslose","unter 25 Jahre",2020,"202008",4207,2186,14.01,92.45,2625
"Arbeitslose","unter 25 Jahre",2020,"202009",3559,1791,-15.4,98.72,2772
"Arbeitslose","unter 25 Jahre",2020,"202010",3032,1779,-14.81,70.43,2876
"Arbeitslose","unter 25 Jahre",2020,"202011",2657,1677,-12.37,58.44,2958
"Arbeitslose","unter 25 Jahre",2020,"202012",2599,1669,-2.18,55.72,3036
"Arbeitslose","unter 25 Jahre",2019,"201901",1796,2021,10.93,-11.13,1938
"Arbeitslose","unter 25 Jahre",2019,"201902",1812,2082,0.89,-12.97,1916
"Arbeitslose","unter 25 Jahre",2019,"201903",1832,2063,1.1,-11.2,1896
"Arbeitslose","unter 25 Jahre",2019,"201904",1705,1968,-6.93,-13.36,1875
"Arbeitslose","unter 25 Jahre",2019,"201905",1626,1829,-4.63,-11.1,1858
"Arbeitslose","unter 25 Jahre",2019,"201906",1610,1845,-0.98,-12.74,1838
"Arbeitslose","unter 25 Jahre",2019,"201907",1831,2080,13.73,-11.97,1817
"Arbeitslose","unter 25 Jahre",2019,"201908",2186,2466,19.39,-11.35,1794
"Arbeitslose","unter 25 Jahre",2019,"201909",1791,1968,-18.07,-8.99,1779
"Arbeitslose","unter 25 Jahre",2019,"201910",1779,1868,-0.67,-4.76,1772
"Arbeitslose","unter 25 Jahre",2019,"201911",1677,1674,-5.73,0.18,1772
"Arbeitslose","unter 25 Jahre",2019,"201912",1669,1619,-0.48,3.09,1776
"Arbeitslose","unter 25 Jahre",2018,"201801",2021,2206,17.02,-8.39,2086
"Arbeitslose","unter 25 Jahre",2018,"201802",2082,2235,3.02,-6.85,2074
"Arbeitslose","unter 25 Jahre",2018,"201803",2063,2220,-0.91,-7.07,2061
"Arbeitslose","unter 25 Jahre",2018,"201804",1968,2081,-4.6,-5.43,2051
"Arbeitslose","unter 25 Jahre",2018,"201805",1829,2017,-7.06,-9.32,2036
"Arbeitslose","unter 25 Jahre",2018,"201806",1845,1958,0.87,-5.77,2026
"Arbeitslose","unter 25 Jahre",2018,"201807",2080,2193,12.74,-5.15,2017
"Arbeitslose","unter 25 Jahre",2018,"201808",2466,2632,18.56,-6.31,2003
"Arbeitslose","unter 25 Jahre",2018,"201809",1968,2194,-20.19,-10.3,1984
"Arbeitslose","unter 25 Jahre",2018,"201810",1868,2002,-5.08,-6.69,1973
"Arbeitslose","unter 25 Jahre",2018,"201811",1674,1757,-10.39,-4.72,1966
"Arbeitslose","unter 25 Jahre",2018,"201812",1619,1727,-3.29,-6.25,1957
"Arbeitslose","unter 25 Jahre",2017,"201701",2206,2345,8.08,-5.93,2318
"Arbeitslose","unter 25 Jahre",2017,"201702",2235,2404,1.31,-7.03,2304
"Arbeitslose","unter 25 Jahre",2017,"201703",2220,2379,-0.67,-6.68,2291
"Arbeitslose","unter 25 Jahre",2017,"201704",2081,2311,-6.26,-9.95,2271
"Arbeitslose","unter 25 Jahre",2017,"201705",2017,2211,-3.08,-8.77,2255
"Arbeitslose","unter 25 Jahre",2017,"201706",1958,2116,-2.93,-7.47,2242
"Arbeitslose","unter 25 Jahre",2017,"201707",2193,2322,12,-5.56,2231
"Arbeitslose","unter 25 Jahre",2017,"201708",2632,2689,20.02,-2.12,2227
"Arbeitslose","unter 25 Jahre",2017,"201709",2194,2700,-16.64,-18.74,2184
"Arbeitslose","unter 25 Jahre",2017,"201710",2002,2297,-8.75,-12.84,2160
"Arbeitslose","unter 25 Jahre",2017,"201711",1757,2139,-12.24,-17.86,2128
"Arbeitslose","unter 25 Jahre",2017,"201712",1727,2041,-1.71,-15.38,2102
"Arbeitslose","unter 25 Jahre",2016,"201601",2345,2538,10.2,-7.6,2547
"Arbeitslose","unter 25 Jahre",2016,"201602",2404,2677,2.52,-10.2,2524
"Arbeitslose","unter 25 Jahre",2016,"201603",2379,2678,-1.04,-11.17,2500
"Arbeitslose","unter 25 Jahre",2016,"201604",2311,2526,-2.86,-8.51,2482
"Arbeitslose","unter 25 Jahre",2016,"201605",2211,2375,-4.33,-6.91,2468
"Arbeitslose","unter 25 Jahre",2016,"201606",2116,2304,-4.3,-8.16,2452
"Arbeitslose","unter 25 Jahre",2016,"201607",2322,2715,9.74,-14.48,2420
"Arbeitslose","unter 25 Jahre",2016,"201608",2689,3059,15.81,-12.1,2389
"Arbeitslose","unter 25 Jahre",2016,"201609",2700,2897,0.41,-6.8,2372
"Arbeitslose","unter 25 Jahre",2016,"201610",2297,2462,-14.93,-6.7,2359
"Arbeitslose","unter 25 Jahre",2016,"201611",2139,2400,-6.88,-10.88,2337
"Arbeitslose","unter 25 Jahre",2016,"201612",2041,2128,-4.58,-4.09,2330
"Arbeitslose","unter 25 Jahre",2015,"201501",2538,2724,8.55,-6.83,2735
"Arbeitslose","unter 25 Jahre",2015,"201502",2677,2867,5.48,-6.63,2719
"Arbeitslose","unter 25 Jahre",2015,"201503",2678,2899,0.04,-7.62,2701
"Arbeitslose","unter 25 Jahre",2015,"201504",2526,2668,-5.68,-5.32,2689
"Arbeitslose","unter 25 Jahre",2015,"201505",2375,2594,-5.98,-8.44,2671
"Arbeitslose","unter 25 Jahre",2015,"201506",2304,2568,-2.99,-10.28,2649
"Arbeitslose","unter 25 Jahre",2015,"201507",2715,2846,17.84,-4.6,2638
"Arbeitslose","unter 25 Jahre",2015,"201508",3059,3334,12.67,-8.25,2615
"Arbeitslose","unter 25 Jahre",2015,"201509",2897,3121,-5.3,-7.18,2596
"Arbeitslose","unter 25 Jahre",2015,"201510",2462,2603,-15.02,-5.42,2585
"Arbeitslose","unter 25 Jahre",2015,"201511",2400,2447,-2.52,-1.92,2581
"Arbeitslose","unter 25 Jahre",2015,"201512",2128,2338,-11.33,-8.98,2563
"Arbeitslose","unter 25 Jahre",2014,"201401",2724,2782,10.46,-2.08,2790
"Arbeitslose","unter 25 Jahre",2014,"201402",2867,2809,5.25,2.06,2795
"Arbeitslose","unter 25 Jahre",2014,"201403",2899,2892,1.12,0.24,2796
"Arbeitslose","unter 25 Jahre",2014,"201404",2668,2763,-7.97,-3.44,2788
"Arbeitslose","unter 25 Jahre",2014,"201405",2594,2676,-2.77,-3.06,2781
"Arbeitslose","unter 25 Jahre",2014,"201406",2568,2589,-1,-0.81,2779
"Arbeitslose","unter 25 Jahre",2014,"201407",2846,2864,10.83,-0.63,2778
"Arbeitslose","unter 25 Jahre",2014,"201408",3334,3444,17.15,-3.19,2768
"Arbeitslose","unter 25 Jahre",2014,"201409",3121,2969,-6.39,5.12,2781
"Arbeitslose","unter 25 Jahre",2014,"201410",2603,2748,-16.6,-5.28,2769
"Arbeitslose","unter 25 Jahre",2014,"201411",2447,2537,-5.99,-3.55,2761
"Arbeitslose","unter 25 Jahre",2014,"201412",2338,2466,-4.45,-5.19,2751
"Arbeitslose","unter 25 Jahre",2013,"201301",2782,2240,16.94,24.2,2560
"Arbeitslose","unter 25 Jahre",2013,"201302",2809,2436,0.97,15.31,2591
"Arbeitslose","unter 25 Jahre",2013,"201303",2892,2541,2.95,13.81,2620
"Arbeitslose","unter 25 Jahre",2013,"201304",2763,2480,-4.46,11.41,2643
"Arbeitslose","unter 25 Jahre",2013,"201305",2676,2355,-3.15,13.63,2670
"Arbeitslose","unter 25 Jahre",2013,"201306",2589,2289,-3.25,13.11,2695
"Arbeitslose","unter 25 Jahre",2013,"201307",2864,2621,10.62,9.27,2715
"Arbeitslose","unter 25 Jahre",2013,"201308",3444,3253,20.25,5.87,2731
"Arbeitslose","unter 25 Jahre",2013,"201309",2969,2733,-13.79,8.64,2751
"Arbeitslose","unter 25 Jahre",2013,"201310",2748,2506,-7.44,9.66,2771
"Arbeitslose","unter 25 Jahre",2013,"201311",2537,2339,-7.68,8.47,2788
"Arbeitslose","unter 25 Jahre",2013,"201312",2466,2379,-2.8,3.66,2795
"Arbeitslose","unter 25 Jahre",2012,"201201",2240,2754,4.87,-18.66,2512
"Arbeitslose","unter 25 Jahre",2012,"201202",2436,2778,8.75,-12.31,2483
"Arbeitslose","unter 25 Jahre",2012,"201203",2541,2825,4.31,-10.05,2459
"Arbeitslose","unter 25 Jahre",2012,"201204",2480,2641,-2.4,-6.1,2446
"Arbeitslose","unter 25 Jahre",2012,"201205",2355,2483,-5.04,-5.16,2435
"Arbeitslose","unter 25 Jahre",2012,"201206",2289,2315,-2.8,-1.12,2433
"Arbeitslose","unter 25 Jahre",2012,"201207",2621,2578,14.5,1.67,2437
"Arbeitslose","unter 25 Jahre",2012,"201208",3253,3087,24.11,5.38,2451
"Arbeitslose","unter 25 Jahre",2012,"201209",2733,2513,-15.99,8.75,2469
"Arbeitslose","unter 25 Jahre",2012,"201210",2506,2399,-8.31,4.46,2478
"Arbeitslose","unter 25 Jahre",2012,"201211",2339,2144,-6.66,9.1,2494
"Arbeitslose","unter 25 Jahre",2012,"201212",2379,2136,1.71,11.38,2514
"Arbeitslose","unter 25 Jahre",2011,"201101",2754,3143,7.49,-12.38,2923
"Arbeitslose","unter 25 Jahre",2011,"201102",2778,3268,0.87,-14.99,2882
"Arbeitslose","unter 25 Jahre",2011,"201103",2825,3268,1.69,-13.56,2845
"Arbeitslose","unter 25 Jahre",2011,"201104",2641,2980,-6.51,-11.38,2817
"Arbeitslose","unter 25 Jahre",2011,"201105",2483,2731,-5.98,-9.08,2797
"Arbeitslose","unter 25 Jahre",2011,"201106",2315,2582,-6.77,-10.34,2774
"Arbeitslose","unter 25 Jahre",2011,"201107",2578,2977,11.36,-13.4,2741
"Arbeitslose","unter 25 Jahre",2011,"201108",3087,3434,19.74,-10.1,2712
"Arbeitslose","unter 25 Jahre",2011,"201109",2513,2948,-18.59,-14.76,2676
"Arbeitslose","unter 25 Jahre",2011,"201110",2399,2879,-4.54,-16.67,2636
"Arbeitslose","unter 25 Jahre",2011,"201111",2144,2695,-10.63,-20.45,2590
"Arbeitslose","unter 25 Jahre",2011,"201112",2136,2562,-0.37,-16.63,2554
"Arbeitslose","unter 25 Jahre",2010,"201001",3143,3164,8.64,-0.66,3452
"Arbeitslose","unter 25 Jahre",2010,"201002",3268,3348,3.98,-2.39,3445
"Arbeitslose","unter 25 Jahre",2010,"201003",3268,3447,0,-5.19,3430
"Arbeitslose","unter 25 Jahre",2010,"201004",2980,3448,-8.81,-13.57,3391
"Arbeitslose","unter 25 Jahre",2010,"201005",2731,3344,-8.36,-18.33,3340
"Arbeitslose","unter 25 Jahre",2010,"201006",2582,3317,-5.46,-22.16,3279
"Arbeitslose","unter 25 Jahre",2010,"201007",2977,3663,15.3,-18.73,3222
"Arbeitslose","unter 25 Jahre",2010,"201008",3434,4304,15.35,-20.21,3149
"Arbeitslose","unter 25 Jahre",2010,"201009",2948,4183,-14.15,-29.52,3046
"Arbeitslose","unter 25 Jahre",2010,"201010",2879,3348,-2.34,-14.01,3007
"Arbeitslose","unter 25 Jahre",2010,"201011",2695,2982,-6.39,-9.62,2983
"Arbeitslose","unter 25 Jahre",2010,"201012",2562,2893,-4.94,-11.44,2956
"Arbeitslose","unter 25 Jahre",2009,"200901",3164,3246,17.75,-2.53,2955
"Arbeitslose","unter 25 Jahre",2009,"200902",3348,3349,5.82,-0.03,2955
"Arbeitslose","unter 25 Jahre",2009,"200903",3447,3372,2.96,2.22,2961
"Arbeitslose","unter 25 Jahre",2009,"200904",3448,3056,0.03,12.83,2994
"Arbeitslose","unter 25 Jahre",2009,"200905",3344,2874,-3.02,16.35,3033
"Arbeitslose","unter 25 Jahre",2009,"200906",3317,2733,-0.81,21.37,3081
"Arbeitslose","unter 25 Jahre",2009,"200907",3663,2856,10.43,28.26,3149
"Arbeitslose","unter 25 Jahre",2009,"200908",4304,3460,17.5,24.39,3219
"Arbeitslose","unter 25 Jahre",2009,"200909",4183,2706,-2.81,54.58,3342
"Arbeitslose","unter 25 Jahre",2009,"200910",3348,2706,-19.96,23.73,3396
"Arbeitslose","unter 25 Jahre",2009,"200911",2982,2494,-10.93,19.57,3436
"Arbeitslose","unter 25 Jahre",2009,"200912",2893,2687,-2.98,7.67,3453
"Arbeitslose","unter 25 Jahre",2008,"200801",3246,4108,3.51,-20.98,3699
"Arbeitslose","unter 25 Jahre",2008,"200802",3349,4158,3.17,-19.46,3631
"Arbeitslose","unter 25 Jahre",2008,"200803",3372,4154,0.69,-18.83,3566
"Arbeitslose","unter 25 Jahre",2008,"200804",3056,3847,-9.37,-20.56,3500
"Arbeitslose","unter 25 Jahre",2008,"200805",2874,3630,-5.96,-20.83,3437
"Arbeitslose","unter 25 Jahre",2008,"200806",2733,3459,-4.91,-20.99,3377
"Arbeitslose","unter 25 Jahre",2008,"200807",2856,3666,4.5,-22.09,3309
"Arbeitslose","unter 25 Jahre",2008,"200808",3460,4244,21.15,-18.47,3244
"Arbeitslose","unter 25 Jahre",2008,"200809",2706,4048,-21.79,-33.15,3132
"Arbeitslose","unter 25 Jahre",2008,"200810",2706,3499,0,-22.66,3066
"Arbeitslose","unter 25 Jahre",2008,"200811",2494,3296,-7.83,-24.33,2999
"Arbeitslose","unter 25 Jahre",2008,"200812",2687,3136,7.74,-14.32,2962
"Arbeitslose","unter 25 Jahre",2007,"200701",4108,5384,3.09,-23.7,4783
"Arbeitslose","unter 25 Jahre",2007,"200702",4158,5533,1.22,-24.85,4668
"Arbeitslose","unter 25 Jahre",2007,"200703",4154,5660,-0.1,-26.61,4543
"Arbeitslose","unter 25 Jahre",2007,"200704",3847,5383,-7.39,-28.53,4415
"Arbeitslose","unter 25 Jahre",2007,"200705",3630,5001,-5.64,-27.41,4301
"Arbeitslose","unter 25 Jahre",2007,"200706",3459,4740,-4.71,-27.03,4194
"Arbeitslose","unter 25 Jahre",2007,"200707",3666,4763,5.98,-23.03,4102
"Arbeitslose","unter 25 Jahre",2007,"200708",4244,5136,15.77,-17.37,4028
"Arbeitslose","unter 25 Jahre",2007,"200709",4048,4644,-4.62,-12.83,3978
"Arbeitslose","unter 25 Jahre",2007,"200710",3499,4352,-13.56,-19.6,3907
"Arbeitslose","unter 25 Jahre",2007,"200711",3296,4090,-5.8,-19.41,3841
"Arbeitslose","unter 25 Jahre",2007,"200712",3136,3985,-4.85,-21.3,3770
"Arbeitslose","unter 25 Jahre",2006,"200601",5384,,,,5384
"Arbeitslose","unter 25 Jahre",2006,"200602",5533,,2.77,,5459
"Arbeitslose","unter 25 Jahre",2006,"200603",5660,,2.3,,5526
"Arbeitslose","unter 25 Jahre",2006,"200604",5383,,-4.89,,5490
"Arbeitslose","unter 25 Jahre",2006,"200605",5001,,-7.1,,5392
"Arbeitslose","unter 25 Jahre",2006,"200606",4740,,-5.22,,5284
"Arbeitslose","unter 25 Jahre",2006,"200607",4763,,0.49,,5209
"Arbeitslose","unter 25 Jahre",2006,"200608",5136,,7.83,,5200
"Arbeitslose","unter 25 Jahre",2006,"200609",4644,,-9.58,,5138
"Arbeitslose","unter 25 Jahre",2006,"200610",4352,,-6.29,,5060
"Arbeitslose","unter 25 Jahre",2006,"200611",4090,,-6.02,,4971
"Arbeitslose","unter 25 Jahre",2006,"200612",3985,,-2.57,,4889
"Arbeitslose","25 - 54 Jahre",2022,"202201",27808,35030,8.38,-20.62,30195
"Arbeitslose","25 - 54 Jahre",2022,"202202",26759,34781,-3.77,-23.06,29527
"Arbeitslose","25 - 54 Jahre",2022,"202203",25946,34201,-3.04,-24.14,28839
"Arbeitslose","25 - 54 Jahre",2022,"202204",25261,33284,-2.64,-24.1,28170
"Arbeitslose","25 - 54 Jahre",2022,"202205",24407,32373,-3.38,-24.61,27506
"Arbeitslose","25 - 54 Jahre",2022,"202206",25983,31354,6.46,-17.13,27059
"Arbeitslose","25 - 54 Jahre",2022,"202207",27095,30631,4.28,-11.54,26764
"Arbeitslose","25 - 54 Jahre",2022,"202208",28306,30207,4.47,-6.29,26606
"Arbeitslose","25 - 54 Jahre",2022,"202209",,28809,,,
"Arbeitslose","25 - 54 Jahre",2022,"202210",,27251,,,
"Arbeitslose","25 - 54 Jahre",2022,"202211",,25986,,,
"Arbeitslose","25 - 54 Jahre",2022,"202212",,25658,,,
"Arbeitslose","25 - 54 Jahre",2021,"202101",35030,24971,9.87,40.28,32444
"Arbeitslose","25 - 54 Jahre",2021,"202102",34781,24381,-0.71,42.66,33310
"Arbeitslose","25 - 54 Jahre",2021,"202103",34201,23943,-1.67,42.84,34165
"Arbeitslose","25 - 54 Jahre",2021,"202104",33284,30396,-2.68,9.5,34406
"Arbeitslose","25 - 54 Jahre",2021,"202105",32373,33963,-2.74,-4.68,34273
"Arbeitslose","25 - 54 Jahre",2021,"202106",31354,35231,-3.15,-11,33950
"Arbeitslose","25 - 54 Jahre",2021,"202107",30631,35798,-2.31,-14.43,33520
"Arbeitslose","25 - 54 Jahre",2021,"202108",30207,36255,-1.38,-16.68,33016
"Arbeitslose","25 - 54 Jahre",2021,"202109",28809,35743,-4.63,-19.4,32438
"Arbeitslose","25 - 54 Jahre",2021,"202110",27251,34283,-5.41,-20.51,31852
"Arbeitslose","25 - 54 Jahre",2021,"202111",25986,32416,-4.64,-19.84,31316
"Arbeitslose","25 - 54 Jahre",2021,"202112",25658,31883,-1.26,-19.52,30797
"Arbeitslose","25 - 54 Jahre",2020,"202001",24971,24777,13.26,0.78,22585
"Arbeitslose","25 - 54 Jahre",2020,"202002",24381,23693,-2.36,2.9,22642
"Arbeitslose","25 - 54 Jahre",2020,"202003",23943,22886,-1.8,4.62,22730
"Arbeitslose","25 - 54 Jahre",2020,"202004",30396,22106,26.95,37.5,23421
"Arbeitslose","25 - 54 Jahre",2020,"202005",33963,22057,11.74,53.98,24413
"Arbeitslose","25 - 54 Jahre",2020,"202006",35231,21834,3.73,61.36,25530
"Arbeitslose","25 - 54 Jahre",2020,"202007",35798,22234,1.61,61.01,26660
"Arbeitslose","25 - 54 Jahre",2020,"202008",36255,23216,1.28,56.16,27747
"Arbeitslose","25 - 54 Jahre",2020,"202009",35743,22380,-1.41,59.71,28860
"Arbeitslose","25 - 54 Jahre",2020,"202010",34283,22117,-4.08,55.01,29874
"Arbeitslose","25 - 54 Jahre",2020,"202011",32416,21476,-5.45,50.94,30786
"Arbeitslose","25 - 54 Jahre",2020,"202012",31883,22048,-1.64,44.61,31605
"Arbeitslose","25 - 54 Jahre",2019,"201901",24777,27695,11.99,-10.54,23785
"Arbeitslose","25 - 54 Jahre",2019,"201902",23693,26453,-4.38,-10.43,23555
"Arbeitslose","25 - 54 Jahre",2019,"201903",22886,25199,-3.41,-9.18,23362
"Arbeitslose","25 - 54 Jahre",2019,"201904",22106,24653,-3.41,-10.33,23150
"Arbeitslose","25 - 54 Jahre",2019,"201905",22057,23818,-0.22,-7.39,23003
"Arbeitslose","25 - 54 Jahre",2019,"201906",21834,23503,-1.01,-7.1,22864
"Arbeitslose","25 - 54 Jahre",2019,"201907",22234,23026,1.83,-3.44,22798
"Arbeitslose","25 - 54 Jahre",2019,"201908",23216,24005,4.42,-3.29,22733
"Arbeitslose","25 - 54 Jahre",2019,"201909",22380,23422,-3.6,-4.45,22646
"Arbeitslose","25 - 54 Jahre",2019,"201910",22117,22570,-1.18,-2.01,22608
"Arbeitslose","25 - 54 Jahre",2019,"201911",21476,21871,-2.9,-1.81,22575
"Arbeitslose","25 - 54 Jahre",2019,"201912",22048,22125,2.66,-0.35,22569
"Arbeitslose","25 - 54 Jahre",2018,"201801",27695,29523,13.1,-6.19,26636
"Arbeitslose","25 - 54 Jahre",2018,"201802",26453,29095,-4.48,-9.08,26416
"Arbeitslose","25 - 54 Jahre",2018,"201803",25199,28041,-4.74,-10.14,26179
"Arbeitslose","25 - 54 Jahre",2018,"201804",24653,27377,-2.17,-9.95,25952
"Arbeitslose","25 - 54 Jahre",2018,"201805",23818,26753,-3.39,-10.97,25708
"Arbeitslose","25 - 54 Jahre",2018,"201806",23503,26256,-1.32,-10.49,25478
"Arbeitslose","25 - 54 Jahre",2018,"201807",23026,26328,-2.03,-12.54,25203
"Arbeitslose","25 - 54 Jahre",2018,"201808",24005,27237,4.25,-11.87,24934
"Arbeitslose","25 - 54 Jahre",2018,"201809",23422,26180,-2.43,-10.53,24704
"Arbeitslose","25 - 54 Jahre",2018,"201810",22570,25411,-3.64,-11.18,24467
"Arbeitslose","25 - 54 Jahre",2018,"201811",21871,24774,-3.1,-11.72,24225
"Arbeitslose","25 - 54 Jahre",2018,"201812",22125,24488,1.16,-9.65,24028
"Arbeitslose","25 - 54 Jahre",2017,"201701",29523,31855,10.37,-7.32,28487
"Arbeitslose","25 - 54 Jahre",2017,"201702",29095,30854,-1.45,-5.7,28341
"Arbeitslose","25 - 54 Jahre",2017,"201703",28041,30145,-3.62,-6.98,28165
"Arbeitslose","25 - 54 Jahre",2017,"201704",27377,29575,-2.37,-7.43,27982
"Arbeitslose","25 - 54 Jahre",2017,"201705",26753,29019,-2.28,-7.81,27793
"Arbeitslose","25 - 54 Jahre",2017,"201706",26256,27888,-1.86,-5.85,27657
"Arbeitslose","25 - 54 Jahre",2017,"201707",26328,27956,0.27,-5.82,27522
"Arbeitslose","25 - 54 Jahre",2017,"201708",27237,28653,3.45,-4.94,27404
"Arbeitslose","25 - 54 Jahre",2017,"201709",26180,27817,-3.88,-5.88,27267
"Arbeitslose","25 - 54 Jahre",2017,"201710",25411,26954,-2.94,-5.72,27139
"Arbeitslose","25 - 54 Jahre",2017,"201711",24774,26713,-2.51,-7.26,26977
"Arbeitslose","25 - 54 Jahre",2017,"201712",24488,26748,-1.15,-8.45,26789
"Arbeitslose","25 - 54 Jahre",2016,"201601",31855,32627,11.82,-2.37,30183
"Arbeitslose","25 - 54 Jahre",2016,"201602",30854,31801,-3.14,-2.98,30104
